122,hoot owls,2 1/2  c. sifted flour2  tsp. double-acting baking powder1/2  tsp. salt3/4  c. butter or margarine1  c. firmly packed brown sugar1  egg (unbeaten)1  tsp. vanilla1 1/2  sq. unsweetened chocolate1/4  tsp. baking soda  chocolate chips  whole cashews,Sift together flour  baking powder and salt.  Cream butter with brown sugar.  Add egg and vanilla; beat well.  Gradually blend in dry ingredients.  Combine melted  cooled chocolate with baking soda.  Remove 2/3 dough mixture to floured surface.  Blend chocolate mixture into remaining 1/3 dough mixture.  Chill for easier handling.  Roll out half of light dough to 10 x 4 1/2-inch strip.  Shape half of chocolate dough into 10 x 2-inch strip; place on strip of light dough.  Mold light dough around dark; wrap in foil.  Repeat with remaining dough.  Chill 2 hours.  Cut into slices 1/8 to 1/4-inch thick; place 2 slices together on greased baking sheet to resemble an owl.  Pinch top corner of each slice to form ears.  Place a chocolate chip in center of each slice for eyes.  Press a whole cashew nut between slices for a beak.  Bake at 350° for 8 to 12 minutes.  Remove from baking sheet immediately.
123,m&m's cookies,1  c. shortening1  c. packed brown sugar1/2  c. granulated sugar2  tsp. vanilla2  eggs2 1/2  c. sifted all-purpose flour1  tsp. baking soda1  tsp. salt1 1/2  c. M&M's (plain),Blend shortening  brown sugar and granulated sugar in a large bowl.  Beat in vanilla and eggs.  Sift next 3 dry ingredients together.  Add to sugar and egg mixture  blending well.  Stir in 1/2 cup M&M's candies.  Blend well.  Drop from teaspoon on greased cookie sheet.  Decorate with remaining M&M's.  Bake at 375° for 10 minutes until brown.  Makes 6 dozen.
124,chocolate sour cream frosting,2  c. (12 oz. pkg.) semi-sweet chocolate pieces1  c. dairy sour cream1/8  tsp. salt,Melt chocolate over hot water.  Beat in sour cream and salt. Makes 2 cups.
125,cream cheese sugar cookies,1  c. sugar1  c. margarine or butter or softened1 (3 oz.)  pkg. cream cheese or softened1/2  tsp. salt1/2  tsp. almond extract1/2  tsp. vanilla1  egg or separated2 1/4  c. flour,In large bowl combine sugar  margarine  cream cheese  salt  almond extract  vanilla and egg yolk; blend well.  Lightly spoon flour into measuring cup; level off.  Stir in flour until well blended.  Chill dough 2 hours.  Heat oven to 375°.  On lightly floured surface  roll out dough 1/3 at a time to 1/8-inch thickness.  Cut into desired shapes with lightly floured cookie cutters.  Place 1 inch apart on ungreased cookie sheets.  Leave cookies plain or  if desired  brush with slightly beaten egg white and sprinkle with colored sugar.  Bake at 375° for 7 to 10 minutes or until light golden brown.  Cool completely.  Frost and decorate  if desired.  Makes 5 to 6 dozen cookies.
126,chinchin nigerian cookies,2  Tbsp. butter1  c. flour2  Tbsp. sugar1  tsp. nutmeg1  egg or well beaten  vegetable oil (for frying),Rub the butter into the flour.  Add the sugar and nutmeg; mix well.  Mix in the beaten egg  forming a stiff dough.  Knead until smooth.  Roll out on a floured board about 1/4-inch thick.  Cut crisscross fashion  forming small diamond shapes.  Heat oil to 350° to 375°.  Fry the dough until it browns evenly.  Drain on paper towels.
127,chocolate covered pretzels,1 (6 oz.)  pkg. (1 c.)  Nestle Toll House semi-sweet chocolate morsels2  Tbsp. corn syrup2  Tbsp. vegetable shortening1 1/2  tsp. water25  to 30 (3-inch) pretzel twists,Over hot (not boiling) water  combine Nestle Toll House semi-sweet chocolate morsels  corn syrup  shortening and water; stir until morsels melt and mixture is smooth.  Remove from heat but keep mixture over hot water.  Dip pretzels into chocolate mixture to coat evenly.  Place pretzels on wire racks set over waxed paper.  Chill in refrigerator until coating sets (about 10 minutes).  Remove from refrigerator and let stand at room temperature until surface dries  about 1 hour.  Makes 25 to 30 pretzels.
128,eggnog cookies,1/2  c. shortening1  c. brown sugar1/2  c. granulated sugar1  tsp. vanilla1  egg1  c. eggnog2 1/2  c. flour1/2  tsp. soda1/2  tsp. salt1  tsp. nutmeg1/2  c. finely ground nuts,Cream shortening  sugars  vanilla  egg and eggnog.  Sift together flour  soda  salt and nutmeg; then add to sugar mixture. Add nuts.  Drop by spoonfuls on cookie sheet.  Bake at 350° for 10 to 12 minutes.
129,chocolate chip sour cream bread,1/2  c. butter or margarine2/3  c. sugar2  eggs1  c. sour cream2  c. flour1  tsp. baking soda1  tsp. baking powder1/2  c. semi-sweet chocolate chips,Cream together margarine  sugar and eggs.  Mix in sour cream. Stir in flour  baking soda and baking powder.  Lightly stir in chocolate chips.  Grease and flour a 9 x 5 x 3-inch loaf pan.  Pour batter into prepared pan and bake at 350° for 45 to 50 minutes until done.  Cool.  Cover loosely with foil.
130,crisp swedish sugar cookies,1  c. butter or oleo1  c. sugar1/4  tsp. salt1  egg1  tsp. vanilla2  c. flour1/2  tsp. soda1/2  tsp. cream of tartar,Beat butter  sugar  salt  egg and vanilla until light and fluffy.  Add the flour  soda and cream of tartar.  Roll in small balls and dip in sugar.  Flatten with a glass dipped in sugar. Bake at 350° for 10 to 12 minutes.  Makes 5 dozen cookies.
131,crackle top molasses cookies,4  c. flour2  Tbsp. cocoa2  tsp. baking soda1 1/2  tsp. cinnamon1/2  tsp. cloves1/2  tsp. salt3/4  c. butter1 1/4  c. sugar1  c. light molasses,Mix flour  cocoa  baking soda  spices and salt.  Beat butter and 1 cup sugar until fluffy.  Add molasses on low speed.  Add flour mixture; blend well.  Divide dough in half.  Chill dough; form dough by tablespoonfuls into 1-inch balls.  Roll balls in remaining 1/4 cup sugar.  Place 1 inch apart on greased cookie sheet.  Bake 10 minutes at 375° until evenly browned.  Cool on cookie sheet 1 minute before removing to rack to cool.  Store tightly covered.  Makes 78.
132,gingersnaps,1  c. shortening1  c. brown sugar1  egg1  c. molasses2  Tbsp. vinegar5  c. flour1 1/2  tsp. soda1/2  tsp. salt1  Tbsp. ginger1  tsp. cinnamon1  tsp. cloves or ground,Mix all ingredients.  Chill for 3 hours.  Pinch off about 2 teaspoons of dough and roll into a ball with hands.  Press with glass dipped in sugar and place on greased cookie sheet.  Bake at 350° for about 8 minutes.
133,cape cod oatmeal cookies,1 1/2  c. flour1/2  tsp. baking soda1  tsp. cinnamon1/2  tsp. salt1  beaten egg1  c. sugar1  Tbsp. molasses1/4  c. milk1/2  c. butter1/2  c. shortening1 3/4  c. oatmeal1  c. raisins1/2  c. nuts,Sift together flour  baking soda  cinnamon and salt.  Stir in egg  sugar  molasses and milk.  Melt together butter  shortening  oatmeal  raisins  and nuts.  Blend well and arrange on ungreased cookie sheet.  Bake at 350° for approximately 10 to 12 minutes until edges are browned.
134,australian cookies,1  stick butter2 heaping  Tbsp. molasses1  tsp. soda4  Tbsp. hot water2  c. rolled oats1  c. coconut3/4  c. flour1  c. sugar1  c. nuts or chopped,Melt butter and molasses in saucepan; add soda mixed with water.  Pour over dry ingredients which have been mixed together in bowl.  Take small teaspoons of mixture and roll in hand.  Place on greased cookie sheet and bake at 300° for 20 minutes.  Remove from pan when cool.  Store in airtight container.
135,chocolate hot fudge sauce,3  sq. unsweetened chocolate or melted1  c. sugar2/3  c. evaporated milk2  egg yolks1/2  stick butter (1/4 c.)1  tsp. vanilla,Melt chocolate.  Add sugar.  Mix. Add 1/3 cup evaporated milk.  Mix. Beat egg yolks into other 1/3 cup evaporated milk.  Add to chocolate mixture and let cook for a few minutes over low heat. Add butter and vanilla.  Serve warm over ice cream  cream puffs  etc.
136,chocolate tea bread,1/4  c. butter or margarine or softened2/3  c. sugar1  egg1 1/2  c. unsifted all-purpose flour1/2  c. unsweetened cocoa1  tsp. baking soda1/4  tsp. salt1  c. buttermilk3/4  c. chopped walnuts3/4  c. raisins (optional),Cream butter or margarine  sugar and egg in large mixer bowl until light and fluffy.  Combine flour  cocoa  baking soda and salt in small mixing bowl.  Add alternately with buttermilk to creamed mixture.  Beat on low speed just until blended; stir in nuts and raisins.  Pour into greased 8 1/2 x 4 1/2 x 2-inch loaf pan.  Bake at 350° for 55 to 60 minutes or until cake tester comes out clean. Remove from pan.  Cool completely on wire rack.  Makes 1 loaf.
137,best-ever basic chocolate chunk cookies,8  Tbsp. (1 stick) unsalted butter (room temperature)1/4  c. sugar1/2  c. packed light brown sugar1  tsp. vanilla1/2  tsp. salt1  egg1/2  tsp. baking soda1  c. flour3/4  c. (3 oz.) coarsely chopped walnuts2  c. (12 oz.) coarsely chopped semi-sweet chocolate chunks,In a large mixing bowl  combine butter  sugars  vanilla and salt; beat with a spoon until fluffy.  Beat in egg and baking soda. Stir in flour  walnuts and chocolate chunks.  Transfer to a bowl just large enough to hold the dough; cover and refrigerate until firm  about 4 hours or overnight.      Preheat oven to 350°.  Lightly coat 1 or 2 baking sheets with vegetable shortening.  Using 2 to 3 tablespoons of dough for each cookie  shape the dough into balls and place one in the center of the cookie sheet.  Evenly space four others a few inches in from each corner.  Bake for 10 to 12 minutes  until the cookies spring back when touched very lightly.  Cool on sheets for 2 minutes  transfer to paper towels to cool for about 2 minutes more  then transfer to racks to cool completely.  Repeat the baking procedure with cool baking sheets  coating them with additional shortening for each batch.
138,glazed apple cookies,1/2  c. shortening1 1/3  c. brown sugar or packed1  egg1/4  c. milk2  c. flour1/4  tsp. nutmeg1/2  tsp. cloves1  tsp. cinnamon1  tsp. baking soda1/2  tsp. salt1  c. nutmeats1  c. chopped or unpeeled apples1  c. raisins or dates or half and half,Cream shortening and sugar.  Add egg and milk.  Mix together flour and spices and add to creamed mixture; stir in nuts  apples and raisins.  Drop by teaspoon onto greased cookie sheet.  Bake at 375° for 10 to 12 minutes.      Mix sugar with milk and butter.  Ice cookies.
139,chocolate butter pecan ice cream,1/2  c. chopped pecans1  Tbsp. butter1/2  c. cocoa2/3  c. water1 (14 oz.)  can Eagle Brand condensed milk2  tsp. vanilla2  c. chilled whipping cream,In a small skillet  sauté pecans in butter 2 minutes.  Cool. In a saucepan combine cocoa and water; bring to a boil over medium heat  stirring constantly.  Remove from heat; stir in Eagle Brand condensed milk and vanilla.  Pour into a 9 x 9-inch pan and freeze until mushy.  In a large bowl  beat cream until stiff.  In a small bowl whip chocolate mixture and fold into whipped cream.  Blend in pecans.  Return to square pan; cover and return to freezer.  Stir frequently during first hour; freeze until firm.
140,chocolate chip ice cream,3  c. sugar5  eggs2  Tbsp. vanilla13  oz. evaporated milk1  qt. half and half1/2  pt. whipping cream1  c. whole milk12  oz. miniature chocolate chips,Cream sugar and eggs.  Pour into at least a 5-quart ice cream freezer.  Add all other ingredients except the chocolate chips. Stir well.  Freeze in freezer until almost finished and then add chips.  Let freezer run to mix chips well.  Pack with ice to firm well.  Freeze according to manufacturer's directions.
141,mocha-peanut sundae sauce,1  c. semi-sweet chocolate pieces1/2  c. light corn syrup4  Tbsp. peanut butter1  tsp. instant coffee1/2  tsp. vanilla,Melt all ingredients together in saucepan or in microwave. Stir in vanilla.  Very good served warm over any flavor ice cream.
142,chocolate gravy,1 level  Tbsp. cocoa1/2  c. flour1/2  c. sugar1/2  tsp. salt  small amount of milk1  tsp. vanilla  boiling water,Combine first 4 ingredients.  Add milk  vanilla and enough boiling water to mix well.  Cook until of pudding consistency.
143,bachelor buttons,2  c. sifted flour3/4  tsp. salt1  tsp. soda1  c. brown sugar or packed3/4  c. shortening1  egg1  tsp. vanilla1/2  c. of any of the following:  nuts or coconut or candied or maraschino cherries or chocolate chips or raisins,Measure and sift together flour  salt and soda.  In a separate bowl  cream sugar and shortening; add egg  beating until light and fluffy.  Add vanilla and nuts or fruit and stir with rubber spatula to blend; add flour mixture.  Drop from a teaspoon onto greased cookie sheet or shape into crescents with floured fingertips.  Bake at 375° about 12 minutes.
144,butter pecan cookies,1/2  c. butter1  tsp. vanilla1/4  c. confectioners sugar or sifted1  c. sifted cake flour1/8  tsp. salt1/2  c. chopped pecans,Cream butter until soft.  Add vanilla.  Add sugar  gradually  beating until light and fluffy.  Sift flour.  Measure.  Sift again with salt and add gradually to the sugar mixture.  Add pecans.  Mix well.  Drop by teaspoonfuls on ungreased cookie sheet.  Flatten cookies and bake in moderate 325° oven about 20 minutes or until lightly browned.  While hot  roll in confectioners sugar.
145,arizona sugar cookies,1  c. shortening1/2  c. brown sugar1/2  c. sugar1  tsp. vanilla1  egg2 1/4  c. flour1/2  tsp. soda1/2  tsp. salt1  tsp. cream of tartar,Mix well shortening  brown sugar  sugar  vanilla and egg.  Sift and add flour  soda  salt and cream of tartar.  Roll in small balls.  Roll in sugar.  Do not flatten.  Bake on ungreased cookie sheet at 350° for 10 to 12 minutes.
146,chocolate velvet frosting,1 (6 oz.)  pkg. semi-sweet chocolate morsels3  Tbsp. butter1/4  c. milk1  tsp. vanilla1/4  tsp. salt3  c. sifted confectioners sugar,Melt chocolate morsels and butter over hot  not boiling  water. Remove from water.  Add milk  vanilla and salt.  Mix until well blended.  Beat in confectioners sugar gradually.
147,paella,1 1/2  lb. meaty chicken pieces (breast halves or thighs and drumsticks)1  c. chopped onion1  clove garlic or minced1 (14 1/2 oz.)  can chicken broth1 (7 1/2 oz.)  can tomatoes or cut up1/4  tsp. dried thyme or crushed1/4  tsp. ground saffron1/8 to 1/4  tsp. ground red pepper1  c. long grain rice1  medium green or sweet red pepper or cut in strips1/2  lb. medium shrimp or peeled and deveined1  c. frozen peas,Rinse chicken and pat dry; remove and discard skin.  Spray a Dutch oven with spray coating; add onion and garlic.  Cook over medium heat until onion is tender  but not brown.  Add chicken pieces  chicken broth  tomatoes (undrained)  thyme  saffron and ground red pepper.  Bring to boiling  then reduce heat  cover and simmer for 15 minutes.  Stir in rice and cover and simmer for another 15 minutes or until rice is nearly tender.  Stir in green or red pepper strips  shrimp and peas.  Cover and simmer 10 minutes or until rice and chicken are tender and shrimp turn pink.  Makes 6 servings.      Per Serving:  313 Calories  6 g. Fat  108 mg.  Cholesterol and 410 mg.  Sodium.
149,chocolate dipped strawberries,1/4  c. semi-sweet chocolate chips2  Tbsp. oil1/4  c. milk chocolate chips1  tsp. vanilla1  pt. strawberries (do not remove stems),In the top of a double boiler  put first 3 ingredients.  Heat until liquid.  Take off stove and add the vanilla.  Dip the strawberries and set them on wax paper until chocolate is hardened.
150,crisscross peanut butter cookies,1  c. white sugar1  c. brown sugar1  c. shortening2  eggs1  tsp. vanilla3  c. flour1/2  tsp. salt1 1/2  tsp. soda1  c. peanut butter,Mix sugars and shortening.  Cream well.  Add eggs  well beaten  vanilla  the flour sifted with the salt and soda  then the peanut butter.  Mix well and knead.  Roll into balls about 1/4-inch across.  Place 1 inch apart on greased pan.  Press with fork lengthwise and then crosswise.  Bake at 400° for 5 to 10 minutes. Makes about 15 dozen cookies  1 1/2 inches in diameter.
151,macadamia white chocolate chip cookies,2/3  c. butter1/2  c. white sugar1/2  c. brown sugar or packed1  egg1  tsp. vanilla1 1/2  c. all-purpose flour1/2  tsp. soda1/2  tsp. salt2  Tbsp. white Karo syrup1  c. unsalted Macadamia nuts12  oz. white chocolate or cut into quarter-size chunks,Mix butter  sugars  egg and vanilla thoroughly.  Stir dry ingredients together and blend into creamed mixture.  Add corn syrup  mixing well.  Cut Macadamia nuts in half  then stir nuts and chocolate chunks into batter.  Drop by rounded tablespoonfuls about 4 inches apart  placing 3 cookies across  on an ungreased baking sheet.  Bake in 375° oven for 9 to 12 minutes.  Makes 2 1/2 to 3 1/2 dozen cookies.
152,mocha cappuccino,1  c. hot strong coffee2  tsp. unsweetened cocoa1/2  c. hot skim milk or divided2  Tbsp. Cool Whip or divided1/4  oz. semi-sweet chocolate,Combine coffee and cocoa  stirring until cocoa is dissolved; pour into 2 cappuccino or coffee cups.  Add 1/4 cup skim milk to each cup and stir.  Top each with 1 tablespoon Cool Whip and sprinkle with grated chocolate.  Makes 2 servings.
153,danish holiday butter cookies,1  c. butter1 1/2  c. powdered sugar1  egg1  tsp. vanilla2 1/2  c. all-purpose flour1  tsp. baking soda1  tsp. cream of tartar1/4  tsp. salt,Cream butter.  Add sugar gradually and continue beating until fluffy.  Beat in egg and vanilla.  Sift together dry ingredients. Gradually add to creamed mixture and mix until thoroughly blended. Shape dough into 2 balls and chill overnight.  Roll and cut into desired shapes.  Bake in a 400° oven until lightly browned on greased cookie sheet.
154,rhubarb crunch,1/4  c. flour1  c. granulated sugar5  c. diced rhubarb1  c. rolled oats1 1/2  c. flour1  c. brown sugar or packed1/2  c. butter or oleo,Heat oven to 350°.  Combine 1/4 cup flour and granulated sugar; mix with rhubarb.  Put into buttered 13 x 9 x 2-inch baking dish. Combine oats  1 1/2 cups flour and brown sugar.  Cut in butter. Crumble over top of rhubarb.  Bake 45 minutes.  Serve warm or cool with whipped cream.
155,cry babies,1  c. plus 2 Tbsp. shortening1  c. plus 2 Tbsp. sugar1  c. molasses2  eggs or well beaten4 3/4  c. cake flour or sifted1  Tbsp. baking powder1  tsp. salt1 1/2  tsp. baking soda2  c. shredded coconut2  c. walnuts or chopped1 1/2  c. raisins1  c. milk,Cream shortening; add sugar  molasses and eggs.  Sift dry ingredients; combine with coconut  walnuts and raisins.  Add all dry ingredients alternately with milk to creamed mixture.  Drop by tablespoon on greased baking sheets.  Bake at 375° for 10 minutes. Makes 9 1/2 dozen.
156,chocolate eggnog frosting,3  sq. unsweetened chocolate1 1/2  c. 4x sugar2  Tbsp. hot water1  egg4  Tbsp. softened butter  rum or vanilla,Melt the chocolate in a double boiler.  Remove from water; add the sugar and hot water.  Blend.  Add the egg and butter  one tablespoon at a time  beating thoroughly after each tablespoon. Add a little rum or vanilla.
157,nova scotia cookies,1  c. margarine1  c. shortening1  c. granulated sugar3  c. flour3  c. rolled quick oats1  tsp. salt1  tsp. baking soda1/2  c. cold water3/4  c. ground nuts (optional),Cream margarine and shortening.  Add sugar and cream.  Mix in dry ingredients.  Add water and nuts.  Roll out on floured board. Cut in squares and bake on cookie sheet at 400° for 15 minutes. Makes approximately 90 squares.
158,golden angel delight,1  Tbsp. plain gelatin1/4  c. cold water1 1/2  c. finely chopped apricots2  Tbsp. lemon juice1  c. powdered sugar1/4  tsp. salt1  c. whipped cream1  (10 x 4 x 3-inch) angel food loaf cake,Soften gelatin in cold water.  Heat apricots and blend into gelatin.  Add lemon juice  powdered sugar and salt.  Chill until mixture begins to thicken.  Whip until frothy.  Fold in whipped cream.  Split angel food loaf into 2 or 3 layers.  Fill between layers and frost.  Chill several hours.
159,candy cane cookies,1  c. shortening (half butter or margarine)1  c. sifted confectioners sugar1  egg1 1/2  tsp. almond extract1  tsp. vanilla2 1/2  c. all-purpose flour1  tsp. salt  red food coloring1/2  c. crushed peppermint candy1/2  c. granulated sugar,Heat oven to 375° (quick moderate).  Mix shortening  sugar  egg and flavorings thoroughly.  Measure flour by dipping method or sifting.  Mix flour and salt; stir into shortening mixture.  Divide dough in half.  Blend red food coloring into one half.  Roll a 4-inch strip (using 1 teaspoon dough) of each color.  For smooth  even strips  roll them back and forth on lightly floured board. Place strips side by side; press lightly together and twist like rope.  For best results  complete cookies one at a time.  Place on ungreased baking sheet.  Curve top to form handle of cane.  Bake about 9 minutes until lightly browned.  While still warm  sprinkle with mixture of peppermint candy and sugar.  Makes about 4 dozen candy canes.
160,haystacks,12  oz. pkg. butterscotch chips12  oz. jar peanut butter9  oz. can chow mein noodles,"Melt the butterscotch chips in a saucepan over medium heat. When the chips have melted  add the peanut butter and remove from heat.  Stir well.  Pour in chow mein noodles.  Mix thoroughly. Drop the mixture by teaspoon onto waxed paper.  These will form ""haystacks"".  Let the haystacks cool and harden for 1/2 hour in refrigerator.  Makes 3 to 4 dozen."
161,chuck wagon cookies,1/2  c. butter1/2  c. sugar1  egg or beaten1/2  tsp. vanilla1/2  c. chunky peanut butter1 1/2  c. flour1  tsp. soda1/2  tsp. salt1  apple or pared and grated,Cream butter and sugar; add lightly beaten egg and vanilla. Stir in peanut butter.  Sift dry ingredients and add to mixture. Add grated apple.  Form into balls and place on greased cookie sheet.  Press flat with fork.  Bake in 375° oven for 10 to 12 minutes.
162,fruit whip,1  large Cool Whip1  small cottage cheese1 or 2  pkg. cherry jello1 small  can pineapple,Mix all ingredients well.  Let cool  then enjoy.
163,paintbrush cookies,1  pkg. refrigerated sugar cookie dough1  egg yolk1/4  tsp. water3  colors food coloring (or more),Slice roll in 1/4-inch slices  then place on baking sheet 2-inches apart.  Mix egg yolk and water  then divide mix into 4 small dishes.  Mix a drop of food coloring in each dish.  Paint designs on cookies with a small clean paintbrush.  Bake painted cookies in a 350° oven 8 to 10 minutes.
164,grandma's sugar cookies,1/2  c. butter1  c. sugar2  eggs1  tsp. vanilla2 1/2  c. flour1/2  tsp. salt2 1/2  tsp. baking powder,Cream butter; add sugar.  Add well beaten eggs and vanilla. Add dry ingredients.  Chill thoroughly.  Roll out on well floured board and cut with your favorite cookie cutter.  Bake at 375° for 10 minutes on well-greased cookie sheet.  Yields 4 or 5 dozen.
165,buttermilk cookies,1  c. shortening2  c. sugar3  eggs1  tsp. salt1  c. buttermilk or sour milk2  tsp. vanilla1  tsp. soda3  tsp. baking powder4  c. flour,Mix all ingredients together.  Drop by teaspoonfuls onto ungreased cookie sheet.  Bake at 375° until golden.      Combine ingredients.  Frost cookies after they are baked and cooled.
166,chocolate soda,1/4  c. chocolate syrup2  Tbsp. milk  carbonated water  vanilla ice cream,For each serving  pour syrup and milk into a chilled 14-ounce or 16-ounce glass; mix well.  Add chilled carbonated water to fill glass 3/4 full.  Stir.  Add 1 to 2 scoops vanilla ice cream.  Fill to top with carbonated water.
167,glowing jack-o'-lantern cookies,6  Tbsp. butter or oleo1/3  c. shortening3/4  c. sugar1  egg1  Tbsp. milk1  tsp. vanilla2  c. all-purpose flour1 1/2  tsp. baking powder1/4  tsp. salt3  oz. hard sour candy or crushed (6 Tbsp.),In a large bowl  beat butter or oleo and shortening with electric mixer about 30 seconds.  Add sugar; beat until fluffy. Add egg  milk and vanilla; beat well.  In a medium bowl  combine flour  baking powder and salt; gradually add flour mixture to butter mixture  beating well.  Cover; chill for about 3 hours. Preheat oven to 375°.  Cover cookie sheets with foil; divide dough in half and chill 1/2.  On a lightly floured surface  roll out other half so it is 1/4-inch thick.  Cut into 4 to 5-inch circles; place 2-inches apart on cookie sheets.  Repeat with remaining dough.  With sharp knife  cut eyes  mouth and nose out of each circle.  Fill holes with cracked candy.  Bake at 375° for 8 to 10 minutes or until cookies are light brown on edge.  Let cool on foil for 10 minutes.  Peel off foil; cool on racks.  Makes 24 to 36 cookies.
168,peanut butter crisscrosses,1  c. shortening1  c. granulated sugar2  beaten eggs1  tsp. vanilla1  c. peanut butter3  c. sifted enriched flour2  tsp. soda  dash of salt,Thoroughly cream shortening  sugar  eggs and vanilla.  Stir in peanut butter.  Sift dry ingredients  stir into creamed mixture. Drop by rounded teaspoonfuls on ungreased cookie sheet.  Press with back of floured fork to make crisscrosses.  Bake at 350° for about 10 minutes.
169,passover butter cookies,1 1/2  c. sugar1/2  c. butter4  eggs2  c. cake meal1  c. chopped nuts  grated orange peel,Cream sugar and butter.  Add eggs and beat well.  Add cake meal  nuts and orange peel and mix well.  Roll onto aluminum foil and shape into a roll about 1 1/2-inches in diameter.  Refrigerate overnight.      Slice 1/4-inch thick and bake on ungreased cookie sheet at 350° for 15 minutes or until lightly browned.
170,no bake cookies,1  c. sugar2  Tbsp. cocoa1/2  stick margarine1/4  c. milk1/2  tsp. vanilla1/4  c. peanut butter1 1/2  c. oatmeal,Mix together sugar  cocoa  margarine and milk in saucepan. Bring to boil and cook 1 minute.  Remove from heat and add vanilla and 1/4 cup peanut butter.  Mix well.  Add oatmeal.  Mix quickly. Drop by teaspoonful onto wax paper lined cookie sheet.  Chill. Makes 3 dozen.
171,moon rocks,2  c. sugar1/2  c. water1/2  c. margarine3  Tbsp. cocoa1/2  c. peanut butter1/2  tsp. salt4  c. quick cooking oatmeal1  c. nonfat dry milk1  c. seedless raisins1  tsp. vanilla,Mix sugar  water  margarine  cocoa  peanut butter and salt together in a pot.  Bring this to a full rolling boil over medium heat.  Boil the mixture for one minute.  Then  take off the heat. Mix the oatmeal  dry milk and raisins together.  Add this to the hot mixture.  Stir until mixed.  Add the vanilla and mix it in well.  Drop teaspoons of cookie batter onto waxed paper or a clean tabletop.  Let the cookies cool until they are set.
172,little brown jug sugar cookies,1  c. soft shortening2  c. brown sugar2  eggs1/2  c. buttermilk3 1/2  c. flour1  tsp. soda1  tsp. salt  coconut or nuts (optional),Mix together shortening  brown sugar and eggs.  Stir in buttermilk.  Sift together and stir in flour  soda and salt.  Add coconut or nuts.  Bake at 350° for 8 to 10 minutes.  Yields about 6 dozen 2 1/2-inch cookies.
173,ice cream wafers,1/2  c. Crisco1/2  c. sugar1  beaten egg3/4  c. all-purpose flour1/8  tsp. salt1/2  tsp. vanilla,Mix in order given.  Beat vigorously.  Drop by teaspoons on greased cookie sheet.  Allow room to spread.  Bake at 325° to 350° approximately 10 minutes in a moderate oven.  This makes a delicate light cookie with a brown edge.  Serve with ice cream.
174,brownie bites,2  bars German's sweet chocolate1  Tbsp. butter2  eggs1/4  c. sugar3/4  c. flour1/4  tsp. baking powder1/2  tsp. cinnamon1/8  tsp. salt1/8  tsp. vanilla1  c. pecans,Melt sweet chocolate and butter in double boiler.  Stir and cool.  Beat eggs until foamy.  Add sugar  2 tablespoons at a time. Beat 5 minutes with electric mixer.  Stir in chocolate well.  Add dry ingredients  blending well.  Add pecans.  Drop by teaspoonful on greased baking sheet.  Bake 8 to 10 minutes at 350°.
175,oklahoma oatmeal cookies,1  c. brown sugar1  c. white sugar1  c. butter2  eggs1 1/2  c. flour1  tsp. salt1  tsp. baking soda3  c. quick oats1  tsp. allspice1  tsp. nutmeg1/2  tsp. ground cloves1  tsp. vanilla1  c. each:  raisins and chopped nuts (optional),Cream sugars and butter; add eggs and beat until creamy.  Mix next 8 ingredients and add to creamy mixture.  Add raisins and nuts.  Form cookies into small golf ball size balls.  Place on ungreased cookie sheet and mash slightly with fork.  Bake in 325° oven for 8 to 10 minutes.
176,cake crumb cookies,1 1/4  c. cake or stale bread crumbs1  c. sugar1/4  tsp. salt2  eggs or beaten1  c. chopped pecans1  tsp. vanilla,Mix dry ingredients.  Add beaten eggs and vanilla and mix. Stir in pecans.  Drop on cookie sheet and bake at 350° until lightly brown.
177,ozark honey oatmeal cookies,1/2  c. shortening1 1/4  c. sugar2  eggs1/3  c. honey1  tsp. soda1  tsp. salt1 3/4  c. flour1  c. rolled oats  nuts or raisins or coconut (optional),Mix all ingredients.  Nuts  raisins or coconut may be added to mixture.  Drop by spoonfuls on cookie sheet.  Bake 10 minutes at 375°.
178,chess pie,1 1/2  sticks oleo or softened3  c. sugar6  eggs1 1/2  tsp. vanilla2  Tbsp. cornmeal2  (9-inch) pie shells,Cream oleo and sugar.  Add eggs one at a time  beating after each addition.  Add vanilla and cornmeal.  Pour 1/2 into each unbaked pie shell.  Bake 1 hour at 325°.
179,minnesota bars,1  c. white sugar1  c. white Karo or honey1 1/2  c. peanut butter6  c. Special K cereal,Bring sugar and Karo to a boil (be careful not to scorch).  Mix in peanut butter; stir until smooth.  Pour this mixture over Special K cereal which has been placed in a large bowl.  Mix together and pat it firmly into a 9 x 13-inch pan.  Cover with frosting and cut into squares.      Melt caramels and chocolate bits in double boiler or microwave; thin with milk to make it easier to spread  if necessary.
180,orange chocolate chip cookies,1 (3 oz.)  pkg. cream cheese1/2  c. butter1/2  c. sugar1  egg1  tsp. orange rind or grated1  tsp. vanilla1  c. flour  dash of salt1 (6 oz.)  pkg. chocolate chips,Cream the cream cheese  butter and sugar.  Add egg  orange rind and vanilla; mix well.  Add flour  salt and chips.  Drop by spoonfuls on cookie sheet.  Bake for 15 minutes at 350°.  Makes 3 dozen.
